"analysis_name","category","group_a","group_b","group_a_n","group_b_n","category_total_n","group_a_pct","group_b_pct","group_a_minus_group_b_percentage_points","within_category_group_a_rate_pct","expected_group_a_n_under_independence","expected_group_b_n_under_independence","observed_minus_expected_group_a_n","observed_to_expected_group_a_ratio","chi_square_statistic","degrees_of_freedom","cramers_v","concentration_band","minimum_expected_cell_count","expected_cells_below_5_n","expected_cells_below_1_n","sparse_cell_warning","reproduction_pass","row_order_invariance_pass"
"icb","NHS Derby and Derbyshire Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",108,1,109,1.78012197132026,1.58730158730159,0.19282038401867,99.0825688073395,107.879771615008,1.12022838499184,0.120228384991847,1.00111446643974,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS Devon Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",111,4,115,1.82956980385693,6.34920634920635,-4.51963654534942,96.5217391304348,113.81810766721,1.18189233278956,-2.81810766721044,0.975240251968955,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS Dorset Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",67,1,68,1.10433492665238,1.58730158730159,-0.482966660649206,98.5294117647059,67.3011419249592,0.698858075040783,-0.301141924959211,0.995525455938103,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS Frimley Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",62,4,66,1.02192187242459,6.34920634920635,-5.32728447678176,93.9393939393939,65.3216965742251,0.678303425774878,-3.32169657422513,0.949148648176174,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS Gloucestershire Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",63,0,63,1.03840448327015,0,1.03840448327015,100,62.352528548124,0.64747145187602,0.647471451876022,1.0103840448327,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS Greater Manchester Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",395,9,404,6.51063128399538,14.2857142857143,-7.7750830017189,97.7722772277228,399.847960848287,4.15203915171289,-4.84796084828713,0.987875489378508,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS Hampshire and Isle of Wight Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",125,3,128,2.06032635569474,4.76190476190476,-2.70157840621002,97.65625,126.684502446982,1.31549755301794,-1.68450244698205,0.986703168781935,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS Herefordshire and Worcestershire Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",78,0,78,1.28564364595352,0,1.28564364595352,100,77.1983686786297,0.80163132137031,0.801631321370309,1.0103840448327,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS Hertfordshire and West Essex Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",123,1,124,2.02736113400363,1.58730158730159,0.440059546702039,99.1935483870968,122.725611745514,1.27438825448613,0.274388254486141,1.00223578640663,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS Humber and North Yorkshire Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",157,0,157,2.5877699027526,0,2.5877699027526,100,155.386460032626,1.61353996737357,1.61353996737358,1.0103840448327,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
