practice_code_standardised,profile,kmeans_silhouette,gmm_maximum_posterior,gmm_retention_share,kmeans_gmm_disagreement
A81070,2,0.132897901380037,0.8744757148977204,1.0,False
A81602,1,-0.0135456138107098,0.9116199846817644,1.0,False
A81608,1,-0.0302997783826017,0.9999965271777688,1.0,False
A81610,2,0.160107221993148,0.9929964230792157,1.0,False
A81611,3,0.275556483644276,0.9953951334570385,1.0,False
A81612,2,0.30832294948754,0.9965322581723068,1.0,False
A81618,2,0.1405364617851016,0.9913952644087508,1.0,False
A81621,2,0.0976622948116137,0.9464101694015782,1.0,False
A81622,2,0.2849555243842416,0.9949272704475478,1.0,False
A81629,1,-0.020398217991094,0.7352318088025339,1.0,False
A81631,2,0.1948355652851906,0.6487977899713876,0.9666666666666668,False
A82003,2,0.1305301372044897,0.9159328852729172,1.0,False
A82004,2,0.1114245136646754,0.9822648526227584,1.0,True
A82005,2,0.310223983819235,0.9983603848597216,1.0,False
A82006,3,0.2823199805190876,0.9988563521268596,1.0,False
A82007,2,0.2069761595191445,0.997245511883058,1.0,False
A82008,2,0.1135489251416421,0.9605610949124234,1.0,False
A82009,3,0.2356645657508562,0.9988442205566336,1.0,False
A82010,1,-0.0352560213568565,0.7318289611258986,1.0,False
A82012,3,0.1300341143924741,0.7615091091152995,1.0,False
A82013,3,0.1317665243939174,0.9450505135022892,1.0,False
A82014,3,0.0518650483397495,0.4893420081105613,0.6,True
A82015,2,0.1430481805214834,0.9878603486425308,1.0,False
A82016,3,0.0071942280029224,0.8965159538482302,1.0,True
A82018,3,0.2736736906828412,0.904500399908742,1.0,False
A82020,1,0.0499469211932505,0.6331108018011168,1.0,True
A82021,2,0.0810158740127114,0.980500942661933,1.0,False
A82022,2,0.0342601361580823,0.9117421910159142,1.0,False
A82023,3,0.3180118020914095,0.9998254932208356,1.0,False
A82024,2,0.1625167897873253,0.9754234889327068,1.0,False
A82025,2,0.2745008091045444,0.989856295658912,1.0,False
A82026,2,0.2349792155046807,0.9985046068709764,1.0,False
A82027,2,0.0116337612704191,0.9274792999845438,1.0,False
A82028,3,0.087279008808465,0.74620948250108,1.0,False
A82029,2,0.291722444590688,0.9991187369809592,1.0,False
A82030,2,0.1677469436927327,0.987519361387639,1.0,False
A82031,2,0.1791610318258168,0.9236108172317126,1.0,False
A82032,3,0.2780908630924945,0.99893500682337,1.0,False
A82033,2,0.2193665717025104,0.9289499848869888,1.0,False
A82035,2,0.0348002321267237,0.7856009166486253,1.0,False
A82036,3,0.2596786781684924,0.9484830505578468,1.0,False
A82037,2,0.1703843397815717,0.9963299505534998,1.0,False
A82038,3,0.2984652462764326,0.9984412612582102,1.0,False
A82039,2,0.2645225096558848,0.9951375916292936,1.0,False
A82041,3,0.1642611668938258,0.9240554807142928,1.0,False
A82044,3,0.0277573497658993,0.8213211338488573,1.0,True
A82045,3,0.1526632216204418,0.9433434132495128,1.0,False
A82046,1,-0.0575770442640648,0.9062534705271372,1.0,True
A82047,3,0.1509899203749971,0.9258181326422372,1.0,False
A82053,2,0.0121204503283394,0.9949564442230076,1.0,True
A82055,3,0.1618292406939696,0.6343891649634459,1.0,False
A82062,2,0.1536526110527375,0.655328691148745,0.9333333333333332,False
A82064,2,0.1661033994305992,0.9849072866756364,1.0,False
A82068,2,0.21222081884526,0.8048655906143731,0.9666666666666668,False
A82070,2,0.3097114574171057,0.9943756349461096,1.0,False
A82071,2,0.1729997970897011,0.5449364688572457,0.7333333333333333,True
A82072,1,-0.0248649519895065,0.5381220899619967,0.6,False
A82075,2,0.2211676168243764,0.9814693772967744,1.0,False
A82608,2,0.2563171930747028,0.99785402072731,1.0,False
A82613,1,-0.0100810766168344,0.999902582385962,1.0,False
A82617,3,0.2115299065314495,0.9963940938444268,1.0,False
A82620,1,-0.0340715336846114,0.8321078058344421,1.0,False
A82629,1,0.0556297455562595,0.999999999987633,1.0,False
A82631,3,0.2767445775497457,0.9992486996259704,1.0,False
A82646,2,0.1789577551432618,0.9354998687495808,1.0,True
A82647,2,0.0625799069467065,0.8186719143545738,1.0,True
A82650,2,0.1752548341587983,0.9866788889891788,1.0,True
A82651,2,0.2838133769248888,0.9962633497692512,1.0,False
A82654,2,0.1041846570093146,0.9389195033470888,1.0,False
A83001,3,0.1154926689554296,0.7795262716452888,1.0,False
A83003,2,0.2850028459961716,0.9992916073715212,1.0,False
A83005,3,0.1961918470194816,0.998434413044448,1.0,False
A83006,3,0.1791383521317225,0.9947098321322232,1.0,False
A83007,2,0.2876279811737488,0.9990034573946937,1.0,False
A83008,2,0.0161459905699944,0.9982959245784324,1.0,True
A83009,3,0.0777248407618645,0.6539944165229695,1.0,False
A83010,2,0.2506459431254363,0.9933172165674125,1.0,False
A83011,1,0.0168178496763762,0.851836464286202,1.0,True
A83012,3,0.0333601963096624,0.9993935646573884,1.0,True
A83013,2,0.2339430943955917,0.9952282185507686,1.0,False
A83014,2,0.1986770017803431,0.99469495933915,1.0,False
A83015,2,0.27905309910294,0.998541256424915,1.0,False
A83016,2,0.0468055927866021,0.932369916543046,1.0,False
A83018,2,0.0057665990018803,0.9172183759033502,1.0,False
A83020,2,0.1703328357923777,0.9972794870955756,1.0,False
A83021,2,0.1571422209267889,0.7396459194381042,0.9666666666666668,False
A83022,2,0.056455331934388,0.9404997009234644,1.0,False
A83023,3,0.0194760324994235,0.6882507963951615,0.9666666666666668,True
A83024,2,0.212061413892435,0.9920692941661056,1.0,False
A83025,2,0.1445584271473612,0.991859266594648,1.0,False
A83026,2,0.1296396002534253,0.7449418207291418,1.0,True
A83027,2,0.0429812415322552,0.8653947479755582,1.0,False
A83028,2,0.183189315081224,0.991911462539228,1.0,False
A83029,2,0.143111962054567,0.7766698528715557,1.0,True
A83030,3,0.1287278515678211,0.9582206361509876,1.0,False
A83031,2,0.1987304039838102,0.9992789684410088,1.0,False
A83032,2,0.0361514006979293,0.9990186385656455,1.0,True
A83033,3,0.0955646886152519,0.8843563515846531,1.0,False
A83034,2,0.1571501721090313,0.9946428504752922,1.0,False
A83035,3,0.1947413780402448,0.9980473358523952,1.0,False
A83036,2,0.0225631377498111,0.9445094387102888,1.0,False
A83037,3,0.2174514211346563,0.99908329456643,1.0,False
A83038,2,0.0881607060467312,0.9797829792629604,1.0,False
A83040,2,0.1710180234145577,0.9840575450642972,1.0,False
A83041,2,0.1355741261233343,0.9977141410106418,1.0,True
A83043,2,0.2199872469055457,0.9982928234885234,1.0,False
A83044,2,0.0952935174104052,0.7296834222117197,1.0,True
A83045,3,0.1054553523154482,0.8470561395621006,1.0,False
A83046,2,0.2980560162089407,0.997486006139804,1.0,False
A83047,2,0.176301244690925,0.9976007933365786,1.0,False
A83048,3,0.0563014034682352,0.9892629017991472,1.0,True
A83049,2,0.2088598961873906,0.7031993111281138,1.0,True
A83050,2,0.1977461391174813,0.9988919065688878,1.0,False
A83051,1,-0.0364881303731051,0.9636913110099438,1.0,False
A83052,2,0.1257228472284248,0.5784663870803407,0.8333333333333334,True
A83054,3,0.1651034776125529,0.986561046618838,1.0,False
A83055,2,0.0054997644442281,0.8360483735785582,1.0,False
A83057,2,0.00543711603631,0.995054435651741,1.0,True
A83060,2,0.1307543168463172,0.9715416112702372,1.0,False
A83061,1,-0.0546005461649584,0.7922450146390758,1.0,False
A83066,2,0.2428026397879025,0.9990299923800384,1.0,False
A83070,2,0.3106892854229301,0.9981996739796544,1.0,False
A83071,2,0.2613018910097385,0.9981040541595676,1.0,False
A83072,1,-0.0561112459346326,0.6000622595700236,0.9666666666666668,False
A83073,2,0.2561029131601712,0.9908365339553328,1.0,False
A83074,2,0.075748993681676,0.9881924285399682,1.0,False
A83075,2,0.1388546719278821,0.9232844276432164,1.0,True
A83610,2,0.2128944326639502,0.8455759115732334,1.0,True
A83616,2,0.2787905870137558,0.9957098294168693,1.0,False
A83617,2,0.0775010215427145,0.8356626442050563,1.0,True
A83618,3,0.186258622034475,0.9703669938475836,1.0,False
A83619,1,-0.0421262601137244,0.5128573130057165,0.4666666666666667,False
A83622,2,0.0969652201254462,0.946869867691485,1.0,False
A83626,2,0.1645737260137824,0.9080069754203968,1.0,False
A83627,3,0.1114511124603461,0.505758692289926,1.0,False
A83634,2,0.0781635189970107,0.8714734539021471,1.0,True
A83635,2,0.2229656573285355,0.9934213637164035,1.0,False
A83636,3,0.2710727798801665,0.9998068183918576,1.0,False
A83637,2,0.1558021279797646,0.9937551173101102,1.0,False
A83641,3,0.0224299575135604,0.427423929567677,0.5666666666666667,True
A83644,1,0.0317116475335616,0.9998606950976596,1.0,False
A84002,2,0.0568290591953386,0.9316172417760814,1.0,False
A84005,3,0.2558522382719304,0.9998133606574506,1.0,False
A84006,3,0.0722821358532911,0.6439585984933134,0.9333333333333332,False
A84007,3,0.2415377224391729,0.9998914499836548,1.0,False
A84008,3,0.0794587657444892,0.4090178787470342,0.8666666666666667,True
A84009,3,0.057203864599266,0.5841735574191816,1.0,True
A84011,2,0.2768775586911083,0.9994678689494952,1.0,False
A84013,2,0.2162114281964706,0.7720600882218784,1.0,False
A84014,2,0.3107693669512564,0.9988275943442624,1.0,False
A84016,2,0.1436811783211586,0.9952478852562224,1.0,False
A84018,2,0.042111022987995,0.9446019388853768,1.0,False
A84020,2,0.0803852498726732,0.97346681528129,1.0,False
A84022,3,0.2510617117074988,0.9998998753138644,1.0,False
A84024,2,0.0983174562150713,0.9785158329483656,1.0,False
A84025,2,0.1537651682377303,0.995718362894874,1.0,False
A84026,3,0.1546217882459938,0.656772415236786,1.0,True
A84027,2,0.030047368467513,0.952111737206432,1.0,False
A84028,2,0.1845005788794188,0.8650806788577515,1.0,False
A84029,3,0.1592713721735167,0.9545999959372404,1.0,False
A84030,2,0.0944636447012173,0.9700777856923982,1.0,False
A84031,3,0.1924384323063975,0.9969955181421164,1.0,False
A84033,2,0.2968193570047046,0.9932977737517268,1.0,False
A84034,2,0.2451464237572493,0.9989856176801856,1.0,False
A84035,2,0.3125797551459547,0.9986967704449854,1.0,False
A84036,3,0.2369410837597133,0.9986496760246684,1.0,False
A84037,2,0.2116396037181116,0.9628369868580822,1.0,False
A84038,3,0.1006990173217383,0.8852390240895345,1.0,False
A84039,2,0.2614028262987334,0.9983344005376992,1.0,False
A84040,2,0.0839952937396849,0.9818967891094064,1.0,False
A84042,2,0.0927855147033143,0.6375499533193303,0.9666666666666668,False
A84044,3,0.1453900512090417,0.9001540620768675,1.0,False
A84045,3,0.026304356884708,0.5060855730047267,0.5,True
A84047,2,0.2615117312977202,0.9957034910761104,1.0,False
A84604,2,0.0238380803464767,0.7579636859816391,1.0,False
A84619,2,0.070757616238754,0.9510192688429714,1.0,False
A85001,1,-0.0835383259038681,0.8817960090345295,1.0,True
A85002,2,0.2414980597981706,0.9600832809338372,1.0,False
A85004,3,0.0766743980201996,0.5037355752546693,1.0,False
A85005,2,0.0255378171789497,0.8886188458542843,1.0,False
A85006,3,0.2607226154458889,0.9989606321263214,1.0,False
A85007,2,0.1893755181157186,0.97727188377295,1.0,False
A85008,3,0.1084797515615972,0.6286932275599227,0.9,False
A85009,2,0.1259164091513064,0.9058884047274672,1.0,False
A85010,2,0.2177043548349563,0.995669456274716,1.0,False
A85011,2,0.0087423200204726,0.7704173460636607,1.0,False
A85013,2,0.1690808990835323,0.8722992196788503,1.0,False
A85016,2,0.1284654436246481,0.9938058361710004,1.0,False
A85017,2,0.1866228094762446,0.9628367705769628,1.0,False
A85018,2,0.0541059850159384,0.9690708462230642,1.0,False
A85019,2,0.0648749129234046,0.975527773842282,1.0,False
A85020,2,0.1588060230608166,0.997572499533104,1.0,False
A85021,2,0.1293127163971957,0.9264056614732624,1.0,False
A85024,1,0.0524824745714506,0.9345508549487054,1.0,False
A85026,3,0.1169926253205858,0.697334808437661,1.0,False
A85611,2,0.0254721354574566,0.8195619210392514,1.0,False
A85614,2,0.2547539463050453,0.9953813542050092,1.0,False
A85616,2,0.1738235216070412,0.9871844721901056,1.0,False
A85617,2,0.0747167737305594,0.978704237899629,1.0,False
A86003,1,0.005721861803402,0.6968641268301333,1.0,False
A86004,2,0.0764741843153443,0.9787395701566244,1.0,False
A86005,2,0.0779779713131583,0.999751362319472,1.0,True
A86006,2,0.2775111804513498,0.998409861227194,1.0,False
A86008,2,0.2115795146994457,0.8039035391284954,0.9666666666666668,False
A86010,3,0.2619151940280901,0.999947166007238,1.0,False
A86011,3,0.1638598262980144,0.9930982751384816,1.0,False
A86012,2,0.0611435948164431,0.925682001188296,1.0,True
A86013,3,0.1016041324534672,0.7429252213778433,1.0,False
A86016,3,0.2071453746451541,0.9940903157840796,1.0,False
A86017,2,0.0872377508702205,0.5255859543441016,0.7333333333333333,False
A86018,3,0.3027553164422945,0.9999812051788622,1.0,False
A86020,1,-0.0030870175686884,0.9999954675324404,1.0,False
A86021,3,0.0911290928414319,0.6856237095411025,0.9666666666666668,False
A86022,3,0.1746913498655997,0.9764607525250488,1.0,False
A86023,3,0.2583773304689313,0.9995639435685956,1.0,False
A86024,2,0.0013459296059315,0.8487065780194707,1.0,False
A86025,3,0.1054770742331861,0.8064401515622245,1.0,True
A86026,3,0.1414742049002867,0.7435606762272162,1.0,True
A86027,1,0.0796297754438389,0.999999999996831,1.0,False
A86028,2,0.059271044649112,0.9473784494459196,1.0,False
A86029,3,0.2438076758532998,0.9993451364383,1.0,False
A86030,2,0.2161862542657038,0.997073496595472,1.0,False
A86031,2,0.0616617557444314,0.9439925283339752,1.0,False
A86033,3,0.0646573285538802,0.5185882733925065,0.7,True
A86037,2,0.2014650985481156,0.903234314181317,1.0,False
A86038,2,0.0775788653449641,0.9812179360265304,1.0,False
A86040,3,0.3205937581205679,0.9999376180738752,1.0,False
A86041,2,0.1982520962672865,0.9975742958698932,1.0,False
A86601,2,0.0789870081911272,0.977447224766803,1.0,False
A87002,2,0.1104140502678044,0.988215380534886,1.0,False
A87004,2,0.2944181843506684,0.9982095840129238,1.0,False
A87005,2,0.3092812160915856,0.9987203793567766,1.0,False
A87007,2,0.023699657726301,0.8576867975932568,1.0,False
A87008,3,0.0249018978633639,0.6427766580251624,1.0,True
A87009,2,0.184556631116744,0.9980714183222238,1.0,False
A87011,3,0.0509678310192981,0.6760739042056668,1.0,False
A87012,2,0.2313291507176923,0.96185094988233,1.0,False
A87013,2,0.1523592057188987,0.8625451717921905,1.0,False
A87016,2,0.1757229046309199,0.996930895610042,1.0,False
A87017,2,0.1894100746285204,0.9879807883998168,1.0,False
A87020,2,0.1041282847961576,0.7951984884434928,1.0,False
A87022,3,0.1156633267267543,0.8670785240528834,1.0,False
A87029,2,0.0317788356788565,0.9024190013113566,1.0,False
A87030,2,0.0936921291536642,0.9695998199297428,1.0,False
A87612,3,0.250150452180335,0.9996217150254328,1.0,False
A87615,2,0.0473694605562994,0.8637052010283457,1.0,False
A88001,3,0.0927979364216975,0.8652110196598426,1.0,True
A88002,1,-0.002378665841022,0.6546814246912159,1.0,True
A88003,1,-0.0522535910247094,0.9628108557118428,1.0,False
A88004,2,0.1563653955496335,0.9928937331625424,1.0,False
A88005,3,0.1747508560232321,0.6554916373046398,1.0,False
A88006,2,0.1358130083092376,0.989590697569514,1.0,False
A88008,2,0.1578896580022599,0.9816824662537028,1.0,False
A88009,1,0.0814294438243125,0.9889720896129488,1.0,False
A88010,2,0.0341481034556931,0.9335180819720352,1.0,False
A88012,3,0.0913418296281371,0.9773648144338596,1.0,True
A88013,3,0.0653882898650849,0.582947968201719,1.0,True
A88014,1,0.0580979868840774,0.9999382958793488,1.0,False
A88015,2,0.1671918355386974,0.994417657832779,1.0,False
A88016,2,0.111786133933885,0.712483804881465,1.0,False
A88022,2,0.1051350673670568,0.9927209904273376,1.0,False
A88023,2,0.2645038235447763,0.9992533809863828,1.0,False
A88025,1,0.075992269924457,0.5581683585102745,0.9666666666666668,True
A88601,1,-0.0683101355669892,0.892730433875867,1.0,True
A88608,2,0.1252243400436297,0.922927636476922,1.0,False
A88613,1,0.1367920914028263,0.999996062245523,1.0,False
A89001,2,0.1125344491955969,0.7850381839554745,1.0,False
A89002,2,0.147476147928914,0.7769290223548094,1.0,True
A89004,3,0.2220146710997945,0.995944084485347,1.0,False
A89005,1,0.1142012429974727,0.9999993430593994,1.0,False
A89006,2,0.088885260168045,0.5418353608092398,0.6333333333333333,True
A89007,1,0.1392903102587254,0.9990683902827484,1.0,False
A89008,3,0.1354866304588621,0.9440547063043208,1.0,False
A89009,1,-0.0305220675901907,0.7177054655301182,1.0,False
A89010,2,0.1264318511114089,0.9928633992231538,1.0,False
A89011,1,0.0170502113296476,0.916371418794112,1.0,False
A89012,1,-0.0622522018055234,0.95226596688573,1.0,True
A89013,2,0.0766985123662503,0.8235880219168985,1.0,True
A89015,2,0.034239122284864,0.8869985457933758,1.0,False
A89016,3,0.1345482819030766,0.8913493663014653,1.0,False
A89017,2,0.0702384428964297,0.965604237812544,1.0,False
A89018,1,-0.0243529439670558,0.7751889591494179,1.0,True
A89019,3,0.2494262734215646,0.9910486143318256,1.0,False
A89020,3,0.3213560787950627,0.9999601874577122,1.0,False
A89021,2,0.1455669622637517,0.992957577949126,1.0,False
A89022,2,0.219187015625818,0.9987270707948036,1.0,False
A89023,2,0.0493353809517874,0.9381521592052622,1.0,False
A89024,2,0.2475374851534042,0.9543973167151248,1.0,False
A89025,2,0.1660072367394184,0.8428660725824834,1.0,False
A89026,2,0.256005201425557,0.9160281488722072,1.0,False
A89027,3,0.0433833525762663,0.5986079436482944,1.0,False
A89028,2,0.236731603480844,0.9987377865572238,1.0,False
A89030,2,0.0589956337442215,0.9220028471003214,1.0,False
A89031,2,0.1380532526156313,0.7990167456389262,1.0,True
A89034,2,0.2106167538326069,0.9747812769875857,1.0,False
A89035,2,0.1276853522545785,0.7302475051174431,1.0,True
A89036,1,-0.0027521564781196,0.8637300878411306,1.0,True
A89040,1,0.1327694557005042,0.9999966256350366,1.0,False
A89041,2,0.1097187340320168,0.977001696175418,1.0,False
A89616,2,0.1003096293489905,0.9838451941867092,1.0,False
A89617,2,0.166081688428335,0.890138455546796,1.0,False
A89623,1,0.0448115505358297,0.9995252054090228,1.0,False
B81003,3,0.3015579847097538,0.996674936189504,1.0,False
B81004,2,0.0079342063388264,0.6815695230895995,1.0,False
B81005,3,0.2032467933962486,0.9979851731405028,1.0,False
B81006,3,0.0242881003839276,0.758025294453536,1.0,True
B81007,2,0.0992035277762298,0.9860238362261526,1.0,False
B81008,3,0.2793691730419207,0.9999605793668224,1.0,False
B81009,2,0.172307954252126,0.9943984505151195,1.0,False
B81011,2,0.2196353612321304,0.9916716036962197,1.0,False
B81012,1,-0.0262350451356758,0.967834954130549,1.0,False
B81013,3,0.0373216738390448,0.8109980501074134,1.0,True
B81015,3,0.1888023206006834,0.9884524197238448,1.0,False
B81016,3,0.182756582390983,0.949628987077194,1.0,False
B81017,1,-0.0262765057780141,0.701828670346233,1.0,True
B81018,3,0.1198440394128563,0.8453100175143853,1.0,False
B81020,2,0.0750177407623896,0.9781301275386444,1.0,False
B81022,3,0.1039554595839207,0.8103397149984182,1.0,False
B81024,2,0.1435378739181989,0.9968639510383848,1.0,False
B81025,3,0.0618510352260863,0.5343352932867319,0.6,False
B81026,3,0.0500898887269691,0.6361225519665549,1.0,True
B81027,1,0.0040727127617009,0.9080624303202692,1.0,True
B81029,2,0.2106570773145187,0.5045723630632227,0.5333333333333333,False
B81030,2,0.2044222211121314,0.9639770620675168,1.0,False
B81031,2,0.0580099671874422,0.9165342861391632,1.0,True
B81032,2,0.1264416128095665,0.5696930116070373,0.9,False
B81034,3,0.0169067456014988,0.7680382196106957,1.0,True
B81035,2,0.3151462965206857,0.987922855923571,1.0,False
B81036,3,0.2422071772266217,0.9997406560753048,1.0,False
B81037,2,0.1253243848916711,0.990060902729534,1.0,False
B81038,3,0.0113984682216277,0.7656477924245844,1.0,True
B81039,1,-0.0153368780952704,0.9998585153618724,1.0,False
B81040,2,0.2376277202487292,0.987207839057368,1.0,False
B81041,3,0.286313279566359,0.9999569644995974,1.0,False
B81042,3,0.0389198734848827,0.5080952918823527,0.5333333333333333,False
B81043,2,0.1799112365852067,0.9974716087219716,1.0,False
B81045,3,0.0463292270804892,0.5285537656124889,0.7,True
B81046,2,0.0175914129862282,0.6945247962208463,1.0,False
B81047,2,0.1993853170293554,0.5578184269480236,0.7666666666666667,False
B81048,1,0.0033432055111125,0.5444015986589472,1.0,True
B81051,2,0.2018846343907108,0.9946746703996798,1.0,False
B81054,2,0.1506606329111348,0.927417337826399,1.0,False
B81061,2,0.0110403431665662,0.8472031230284265,1.0,False
B81063,2,0.1330294386989702,0.9966091994186124,1.0,False
B81064,3,0.0733314248078687,0.5379730419464698,0.6666666666666666,False
B81068,2,0.0268114214782327,0.9229454936884396,1.0,False
B81069,3,0.1730930567935395,0.9517015146758586,1.0,False
B81074,2,0.1430231366296416,0.9839177079939274,1.0,False
B81075,3,0.1421006733455128,0.9836376554368784,1.0,False
B81082,2,0.2788009979522071,0.9584356648583888,1.0,False
B81085,2,0.0788977504139335,0.9909617084686806,1.0,True
B81087,2,0.1691132990902094,0.5545141564034817,0.7666666666666667,True
B81088,3,0.1535316930880363,0.9758351470015733,1.0,False
B81090,2,0.1217821232411391,0.9388120249290984,1.0,False
B81091,3,0.1227616017626583,0.8908988938797626,1.0,True
B81092,2,-0.0061087178688933,0.7917080257223323,1.0,False
B81097,1,0.0542617419127566,0.8557882666736182,1.0,False
B81099,3,0.0940677824230383,0.9008272908509022,1.0,False
B81100,2,0.1570169718205322,0.5968789171333008,0.9333333333333332,False
B81101,2,0.1024913330942979,0.990244797709686,1.0,False
B81104,2,0.1011015373331036,0.5498980567626683,0.8333333333333334,False
B81108,1,-0.0284123345915769,0.5235723129810047,0.5333333333333333,False
B81109,3,0.2046124640050393,0.9926763034512024,1.0,False
B81112,3,0.0766450101501615,0.4879369391576953,0.9,False
B81113,3,0.1240819566514489,0.9988718235813178,1.0,True
B81118,2,0.2359954968251365,0.9930005535788629,1.0,False
B81119,2,0.0709830629174039,0.8740443584520294,1.0,False
B81606,3,0.1124082138755351,0.8896201598807747,1.0,True
B81616,1,-0.0549990686703703,0.9457202079406372,1.0,False
B81617,2,0.0826697194578645,0.8006866979271475,1.0,False
B81619,1,-0.0100584467887216,0.9999999999729994,1.0,False
B81628,1,0.0900716277628277,0.9999999802256314,1.0,False
B81631,2,0.2837442284881243,0.992028564476516,1.0,False
B81635,2,0.2501987088406114,0.9969835970970924,1.0,False
B81642,3,0.1326731345839926,0.8614747919415215,1.0,False
B81647,2,0.1043912721539683,0.9804641482209652,1.0,False
B81648,2,0.0207987551090697,0.990628040608736,1.0,True
B81653,2,0.1510528500006019,0.9718060165064616,1.0,False
B81655,1,-0.0428571241855851,0.995904777995948,1.0,False
B81656,1,-0.0365570426555805,0.9995557358962636,1.0,False
B81663,1,0.0128244651091742,0.9999711040662494,1.0,False
B81665,3,0.0783060195972068,0.6057762898984081,1.0,True
B81666,1,0.0540361283784963,0.9999999987490824,1.0,False
B81697,1,-0.0435856873586848,0.5165835330140338,0.7333333333333333,True
B82002,3,0.225097946901777,0.9988531348479666,1.0,False
B82004,3,0.1834170110112173,0.981140752264954,1.0,False
B82005,1,-0.0367071817495612,0.8608011188351669,1.0,False
B82007,3,0.0523490930655671,0.5600323273713235,0.9333333333333332,True
B82008,3,0.1118652991363624,0.8801481913817149,1.0,False
B82010,3,0.1028984876000183,0.9837534834651036,1.0,True
B82011,2,0.0971892998714197,0.9867372966004384,1.0,False
B82012,2,0.1746447123333338,0.9980077360081872,1.0,False
B82013,1,0.0142585733616006,0.9366887578062862,1.0,False
B82014,3,0.0324697764231859,0.730673139975366,1.0,True
B82016,3,0.2866953645671365,0.999835454627074,1.0,False
B82017,2,0.2872666949177428,0.981482024369942,1.0,False
B82018,2,0.2951627949313552,0.9931829356748948,1.0,False
B82019,2,0.2233659477034762,0.7007569888185452,1.0,True
B82021,2,0.2556452318694234,0.7478029691123961,0.9666666666666668,False
B82022,3,0.0036410576607927,0.894062585630765,1.0,True
B82023,2,0.0571733933919276,0.9423026446884314,1.0,False
B82024,1,-0.0270109768459787,0.961415179156968,1.0,False
B82025,2,0.3010483697561351,0.9952024557022728,1.0,False
B82026,2,0.0863375402548848,0.7706010880586888,1.0,True
B82027,3,0.2459137934948546,0.9996880608573774,1.0,False
B82029,2,0.0488637305203872,0.964185691876767,1.0,False
B82030,2,0.2439411269689136,0.9987467630877284,1.0,False
B82031,3,0.1846050124813203,0.99727480623354,1.0,False
B82032,3,0.2497061140586609,0.99987856752252,1.0,False
